model,dataset,num_images,mean_iou,mean_f1,mean_boundary_f1,mean_boundary_iou,mean_accuracy,mean_precision,mean_recall,mean_inference_time_sec,fps
GASNet,PennFudan,170,0.7367571275192404,0.8422971071461511,0.8562356334691802,0.18592857652038855,0.9426539314340272,0.8226272121887153,0.8802657366240544,0.014630513023530512,68.35030312277378
